,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
252,6104,創惟科技股份有限公司,創惟,半導體業,－,新北市新店區北新路三段205號13樓,97435451,王國肇,林志榮,汪立威,營運處營運長,王惠美,(02)8913-1888,86/04/02,90/05/22,新台幣 10.0000元,902791840,90279184,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,陳振乾,余聖河,GLI,"13F., No.205, Sec.3,Beixin Rd.,Xindian Dist., New Taipei City,Taiwan",(02)6629-8555,IR@genesyslogic.com.tw,www.genesyslogic.com,汪立威,營運處營運長,(02)8913-1888#1998,IR@genesyslogic.com.tw,http://www.genesyslogic.com.tw/investors_relationship.php
253,6109,亞元科技股份有限公司,亞元,通信網路業,－,台北市大安區基隆路4段43號研揚大樓7樓,23727428,嚴維群,戴憲明,游偉煌,財務副總經理,黃淑慎,02-23770282,79/04/06,90/07/26,新台幣 10.0000元,594004140,59400414,2000000,0,合併,每年,董事會,台新證券股務代理部,02-2504-8125,104台北市建國北路一段96號地下一樓,大中國際聯合會計師事務所,李聰明,林月霞,AtechOEM,"7F,AAEON Building, No.43,Sec.4,Keelung Rd., Taipei City 10607,Taiwan R.O.CTaipei,Taiwan",02-23770283,Rogeryu@atechoem.com,www.atechoem.com,游偉煌,財務副總經理,02-23770282,Rogeryu@atechoem.com,www.atechoem.com
254,6113,亞矽科技股份有限公司,亞矽,電子通路業,－,台北市內湖區洲子街58號7樓,22033899,蔡伯宜,蔡伯宜,黃純,總經理特助,金諭,(02)87525858,75/04/04,90/08/10,新台幣 10.0000元,500471000,50047100,0,0,合併,每年,股東會,凱基證券股份有限公司,(02)23892999,台北市重慶南路一段2號5樓,安侯建業聯合會計師事務所,傅泓文,吳美萍,ASEC,"7F., No. 58, Jhouzih St.,Neihu District, Taipei, Taiwan, R.O.C.",(02)87525868,asec@asec.com.tw,http://www.asec.com.tw,黃純,總經理特助,(02)87525858,elenhuang@asec.com.tw,http://www.asec.com.tw/_ch/1_about/1_about.php?ID=12
255,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
256,6114,久威國際股份有限公司,久威,電子零組件業,－,台北市內湖區陽光街365巷39號3樓,43880075,湯慧芳,湯慧芳,楊勝旭,財務經理,張繼元,(02)26577675,71/07/01,90/09/27,新台幣 10.0000元,439119370,43911937,9758207,0,合併,每年,股東會,凱基證券(股)公司股務代理部,(02)2389-2999,台北市中正區重慶南路一段號5樓,資誠聯合會計師事務所,李秀玲,徐明釧,JUIC,"3F., No.39, Ln. 365, Yangguang St., Neihu Dist., Taipei City 114Taipei City , Taiwan, R.O.C.",(02)26577786,investor@juic.com.tw,http://www.juic.com.tw,楊勝旭,財務經理,(02)26577675,davi.yang@juic.com.tw,http://www.juic.com.tw
257,6118,建達國際股份有限公司,建達,電子通路業,－,新北市新店區中正路531號5樓,89621848,陳文琦,陳文康,何秉海,財務長,黃馴龍,(02)22191600,84/11/01,90/10/25,新台幣 10.0000元,908895730,90889573,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號6樓,勤業眾信聯合會計師事務所,劉書琳,徐文亞,Xander,"5F., No.531, Zhongzheng Rd.,Xindian Dist.,New Taipei City 231, Taiwan(R.O.C.)",(02)22191605,joyce_tseng@xander.com.tw,www.xander.com.tw,何秉海,財務長,(02)77053960,hardy_ho@xander.com.tw,www.xander.com.tw
258,6121,新普科技股份有限公司,新普,電腦及週邊設備業,－,新竹縣湖口鄉八德路二段471號,86620351,宋福祥,宋福祥,魏靖文,副總,周麗滿,03-5695920,81/04/16,90/11/27,新台幣 10.0000元,1849705190,184970519,0,0,合併,每年,股東會,台新綜合證券股務代理部,02-25048125,台北巿建國北路一段96號地下B1,勤業眾信聯會計師事務所,方蘇立,林政治,SMP,"NO.471 SEC.2 PA TEH RD. HU KOUHSINCHU HSIEN, TAIWAN",03-5695931,Jeanie_Wei@simplo.com.tw,www.simplo.com.tw,魏靖文,副總,03-5695920,Jeanie_Wei@simplo.com.tw,http://www.simplo.com.tw/cht/stakeholder.htm
259,6123,上奇科技股份有限公司,上奇,電腦及週邊設備業,－,台北市內湖區瑞光路76巷33號3樓,86162989,許承強,許承強,魏茂發,資深副總經理,林杏姬,02-87923001,80/07/27,91/01/23,新台幣 10.0000元,575894300,57589430,0,0,合併,每季,董事會,元大證券股份有限公司,(02)25865859,10365台北市大同區承德路三段210號B1,資誠聯合會計師事務所,阮呂曼玉,吳漢期,GrandTech,"3F,No.33,Lane 76,Rui Guang Rd.Taipei, R.O.C.",02-87923002,PR@grandtech.com.tw,www.grandtech.com,林杏姬,經理,(02) 8792-3001,IR@grandtech.com.tw,www.grandtech.com
260,6124,業強科技股份有限公司,業強,電子零組件業,－,(115)臺北市南港區三重路１９-１３號７樓,84900878,王台光,王台光,邱雅筑,代理發言人,邱雅筑,(02)2655-1166,83/12/23,91/03/19,新台幣 10.0000元,1824799450,182479945,0,0,合併,每年,股東會,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路1段2號5樓,安侯建業聯合會計師事務所,呂倩慧,吳俊源,YCTC,"7F., NO.19-13, SANCHONG RD., NANGANG DIST., TAIPEI CITY 115, TAIWAN (R.O.C.)Taipei City , Taiwan (R.O.C)",(02)2655-1100,Selina_Chiu@yctc.com.tw,www.yctc.com.tw,邱雅筑,經理,(02)2655-1166,Selina_Chiu@yctc.com.tw,http://www.yctc.com.tw/Contact%20Us.htm
261,6125,廣運機械工程股份有限公司,廣運,光電業,－,新北市瑞芳區頂坪路瑞芳工業區69號,04757891,謝清褔,謝清褔,沈麗娟,副總經理,邱敏華,(02)2786-3797,65/07/12,91/01/23,新台幣 10.0000元,2490111500,249011150,7000000,0,合併,每年,股東會,統一綜合證券股份有限公司,(02)2746-3797,台北市東興路8號,勤業眾信聯合會計師事務所,李麗凰,陳慧銘,KENMEC,"No. 69, Ting Ping Rd., Juifang Industrial Zone,Taipei Hsien, Taiwan, R.O.C.",(02)2788-9785,ken@kenmec.com,http://www.kenmec.com,沈麗娟,副總經理,(02)2786-3797,gloria@kenmec.com,http://www.kenmec.com/tw/Stakeholder.aspx
262,6126,信音企業股份有限公司,信音,電子零組件業,－,新竹縣湖口鄉中正路二段209號,47122187,甘信男,彭朋煌,胡瑞珍,行政財務處處長,史天山,(03)5992862,65/08/25,91/01/18,新台幣 10.0000元,1227625870,122762587,0,0,合併,每年,董事會,日盛證券股份有限公司,02-25419977,台北市中山區南京東路二段85號7樓,安永聯合會計師事務所,洪茂益,張志銘,SINGATRON,NO.209. SECTION 2. CHUNG-CHEN ROAD. HU-KOU HSIANG HSINCHU. TAIWAN R.O.C,(03)5995601,investment@singatron.com.tw,www.singatron.com.tw,胡瑞珍,行政財務處處長,03-5992862*252,amy-hu@singatron.com.tw,http://www.singatron.com.tw/s/1/quality.html
263,6127,九豪精密陶瓷股份有限公司,九豪,電子零組件業,－,桃園市平鎮區平東路一段160號,86412635,陳清金,陳清金,陳永倉,財務長,施旼秀,(03)450-7531,80/12/02,91/01/10,新台幣 10.0000元,1080797510,108079751,0,0,合併,每年,股東會,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,許晉銘,徐文亞,LEATEC,"NO.160, SEC. 1, PING-TUNG RD., PING-JEN CITY, TAOYUAN HSIEN, TAIWAN, R.O.C.",(03)450-7070,public@leatec.com.tw,www.leatec.com.tw,陳永倉,財務長,(03)450-7531ext5200,france_chen@leatec.com.tw,http://www.leatec.com.tw/index.php?do=financil09&lang=tw
264,6129,普誠科技股份有限公司,普誠,半導體業,－,新北市新店區寶橋路233-1號2樓,22050539,姜長安,姜長安,胡玉珍,董事長室協理,趙其琳,02-66296288,75/05/15,90/12/25,新台幣 10.0000元,1809436750,180943675,0,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,02-23892999,台北市重慶南路一段2號5F,國富浩華聯合會計師事務所,林春枝,林金鳳,PTC,"2F, No. 233-1, Baociao Road.,Sindian, Taipei, Taiwan, R.O.C.",29160050,jade@princeton.com.tw,http://www.princeton.com.tw,胡玉珍,董事長室協理,02-29162151-25233,jade@princeton.com.tw,http://www.princeton.com.tw/zh-tw/投資人服務/公司治理/利害關係人專區.aspx
265,6134,萬旭電業股份有限公司,萬旭,電子零組件業,－,新北市五股區工業區五工六路72號3樓,22522622,張程欽,張程欽,李秉哲,常務副總,許玉秀,(02)2298-8066,76/06/04,91/01/08,新台幣 10.0000元,725798980,72579898,5000000,0,合併,每年,股東會,日盛證券股務代理處,(02)2541-9977,台北市中山區南京東路2段85號7樓,資誠聯合會計師事務所,林柏全,張淑瓊,WSC,"3F 72 Wu Kong 6th Rd., Wu Ku Industrial DistrictNew Taipei City, Taiwan, ROC.",(02)2298-8131,nancy_hsu@wanshih.com.tw,www.wanshih.com.tw,許玉秀,財務主管,02-22988066,nancy_hsu@wanshih.com.tw,www.wanshih.com.tw/ch/about_5.php
266,6138,茂達電子股份有限公司,茂達,半導體業,－,新竹科學園區新竹市篤行一路6號,16252902,王志信,王志信,王志信,董事長暨總經理,盛剛,(03)5642000,86/10/24,91/01/18,新台幣 10.0000元,741125000,74112500,0,0,合併,每年,董事會,元富證券股份有限公司,(02)27686668,台北市松山區光復北路11巷35號地下一樓,資誠聯合會計師事務所,鄭雅慧,李典易,ANPEC,"No. 6 Dusing 1St Rd., SBIPHsin-Chu,Taiwan,R.O.C.",(03)5642050,IR@anpec.com.tw,http://www.anpec.com.tw,林鈺茹,副理,(03)5642000,carollin@anpec.com.tw,http://www.anpec.com.tw/Financial.aspx?A_NUM=003012&lang=tw
267,6140,訊達電腦股份有限公司,訊達電腦,資訊服務業,－,台北市中山區建國北路二段147號2樓,30990747,盧崑錄,蘇文宗,潘薇馨,處經理,莊博勝,02-2501-5568,71/11/08,91/02/04,新台幣 10.0000元,383679060,38367906,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號地下二樓,勤業眾信聯合會計師事務所,池瑞全,陳慧銘,DIMENSION,"2F, No.147,Sec. 2,Jianguo N. Rd.,TAIPEI, 104, TAIWAN, ROC",02-2505-5134,vivienne_pan@dimension.com.tw,www.dimension.com.tw,潘薇馨,處經理,02-25015568,vivienne_pan@dimension.com.tw,www.dimension.com.tw
268,6143,振曜科技股份有限公司,振曜,通信網路業,－,新竹縣竹北市博愛街945號,16084080,呂俊德,馬茂峰,林志茂,營運長,姜禮鴻(暫代),(03)5535565,86/06/06,91/01/28,新台幣 10.0000元,830068970,83006897,0,0,合併,每年,董事會,元大證券股務代理部,(02)25865859,台北市承德路三段210號地下一樓,安侯建業聯合會計師事務所,呂倩慧,曾渼鈺,"NETRONIX,INC.","No. 945, Boai St.,Jubei City, Hsinchu, 302, Taiwan,R.O.C",(03)5535552,pr@netronixinc.com,www.netronixinc.com,林志茂,營運長,(03)5535565-6800,pr@netronixinc.com,http://www.netronixinc.com/investors_D_01.html
269,6146,耕興股份有限公司,耕興,其他電子業,－,新北市汐止區新台五路一段一０六號六樓,97491093,黃文亮,黃文亮,潘鳳雯,財務部協理,周煒哲,(02)26962468,86/05/01,91/01/23,新台幣 10.0000元,970163800,97016380,0,0,合併,每年,股東會,凱基證券股份有限公司,(02)23892999,台北市重慶南路一段二號五樓,勤業眾信聯合會計師事務所,謝明忠,吳恪昌,SPORTON,"6F, No.106, Hsin Tai Wu Rd., Sec.1, Hsi-Chih,Taipei,Taiwan. Hsi-Chih,Taipei,Taiwan.",(02)26962255,gracepan@sporton.com.tw,www.sporton.com.tw,周煒哲,總經理室特別助理,(02)26962468 #330,DavidChou@sporton.com.tw,http://www.sporton.com.tw/page.aspx?uid=157
270,6147,頎邦科技股份有限公司,頎邦,半導體業,－,新竹市新竹科學園區力行五路三號,16130009,吳非艱,高火文,羅世蔚,財務長,王召宜,(03)567-8788,86/07/02,91/01/31,新台幣 10.0000元,7386755390,738675539,0,0,合併,每年,董事會,元大證券股份有限公司,(02)25865859,台北市大同區承德路三段210號B1,資誠聯合會計師事務所,江采燕,李典易,CHIPBOND,"No 3,Li Hsin 5 Rd.,Science-Based Industrial Park Hsinchu,Taiwan,R.O.C.",(03)563-8998,Joycew@chipbond.com.tw,www.chipbond.com.tw,鄭凱元,資深專業經理,035678788#26147,alancheng@chipbond.com.tw,www.chipbond.com.tw
271,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
272,6148,驊宏資通股份有限公司,驊宏資,資訊服務業,－,台北市中正區北平東路30號5樓,86468118,廖文鐸,廖文鐸,高郁芬,公司治理主管,李靜怡,(02)2356-3996,80/12/27,91/02/01,新台幣 10.0000元,466037570,46603757,0,0,合併,每季,董事會,群益金鼎證券(股)公司股務代理部,(02)2703-5000,台北市敦化南路二段97號B2,勤業眾信聯合會計師事務所,薛峻泯,陳昭伶,AZION,"5F., No.30, Beiping E. Rd., Jhongjheng District,Taipei City 100, Taiwan (R.O.C.)",(02)2356-3995,ir@azion.com.tw,www.azion.com.tw,高郁芬,發言人,02-23563996#1006,ir@azion.com.tw,www.azion.com.tw
273,6150,撼訊科技股份有限公司,撼訊,電腦及週邊設備業,－,新北市汐止區新台五路一段79號7樓之7,16238655,張茂松,陳劍威,周忠信,總經理特助,謝文碧,86983000,86/10/08,91/03/11,新台幣 10.0000元,482393180,44881629,0,0,合併,每年,股東會,富邦綜合證券股務代理部,23611300,台北市許昌街17號2樓,勤業眾信聯合會計師事務所,邱盟捷,張青霞,Tul,"7F-7, No.79, Hsin Tai Wu Rd. Sec. 1,HsiChih Dist,NEW TAIPEI CITY, TAIWAN 221, R.O.C.",(02)86983456,invest@tul.com.tw,www.tul.com.tw,周忠信,總經理特助,86983000-232,charles_chou@tul.com.tw,www.tul.com.tw
274,6151,晉倫科技股份有限公司,晉倫,其他電子業,－,桃園市大園區南港里11鄰長發路250號,12390496,鐘春重,鐘春重,吳阿香,協理,簡嘉毅,(03)386-8820,71/07/15,91/02/25,新台幣 10.0000元,552573000,55257300,0,0,合併,每年,股東會,統一綜合證券股份有限公司,(02)2746-3797,台北市松山區東興路8號B1樓,正風聯合會計師事務所,周銀來,鄭憲修,GINAR,"NO. 250, CHANGFA RD, NANGANG VIL, TA YUAN DIST, TAOYUAN CITY, TAIWAN, R.O.C.",(03)386-3587,ginar@ginar.com.tw,www.ginar.com.tw,吳阿香,協理,(03)3868820,rita@ginar.com.tw,www.ginar.com.tw
275,6154,順發電腦股份有限公司,順發,電子通路業,－,高雄市807三民區建國二路2號,89743949,吳錦昌,吳錦昌,褚雋鵬,法務副理,吳錦昌,(07)2366221,84/12/21,91/02/18,新台幣 10.0000元,800800000,80080000,0,0,合併,每年,股東會,華南永昌綜合證券股份有限公司,(02)27186425,台北市105民生東路四段54號4樓,安侯建業聯合會計師事務所,許振隆,楊博任,Sunfar,"No.2, Jianguo 2nd Rd., Sanmin Dist.,Kaohsiung,Taiwan,R.O.C.",(07)2365669,07778@mail.sunfar.com.tw,http://www.sunfar.com.tw,褚雋鵬,法務副理,(07)2366221#812,07778@mail.sunfar.com.tw,http://www.sunfar.com.tw/sfmoney.aspx
276,6156,松上電子股份有限公司,松上,電子零組件業,－,新北市土城區忠承路117號4樓,22944019,包仁志,陳添富,徐丸杏,財務長,蔡蕙竹,02-22686867,77/06/13,91/02/19,新台幣 10.0000元,805346090,80534609,0,0,合併,每年,股東會,台新證券股務代理部,(02)25048125,台北市中山區建國北路一段96號B1,安永聯合會計師事務所,鄭清標,陳國帥,SONG SHANG,"4F.,NO.117, Zhongcheng Rd.,Tucheng Dist New Taipei City,Taiwan",02-22686300,Investors@song-shang.com,www.song-shang.com.tw,蔡蕙竹,副理,(02)22686867分機111,julia.t@song-shang.com,www.song-shang.com.tw
277,6158,禾昌興業股份有限公司,禾昌,電子零組件業,－,桃園市興華路9號,22006020,陳可宣,陳可宣,詹朝貴,財務長,張凱明,03-3766666,75/01/11,91/02/19,新台幣 10.0000元,550479880,55047988,0,0,合併,每年,股東會,元大證券股份有限公司,02-25865859,台北市大同區承德路3段210號地下一樓,勤業眾信會計師事務所,林文欽,高逸欣,P-TWO,"NO.9,SHIN HWA RD,KWEI SHAN IND. PARK TAOYUAN, TAIWAN",03-3768026,thomas.yuan@p-two.com.tw,www.p-two.com,詹朝貴,財務長,03-3766666,brad.chan@p-two.com.tw,www.p-two.com
278,6160,欣技資訊股份有限公司,欣技,電腦及週邊設備業,－,台北市大安區敦化南路二段333號12樓,23058518,廖宜彥,廖宜彥,張家榮,財會處資深經理,李侃陽,02-86471166,77/10/12,91/03/01,新台幣 10.0000元,684891200,68489120,0,0,合併,每年,股東會,元大證券股份有限公司,02-25863117,台北市103承德路3段210號B1.B2,勤業眾信聯合會計師事務所,何瑞軒,黃海悅,Cipherlab,"12F,333 Dunhua S. Rd.,Sec.2 Taipei,Taiwan",02-87322255,IR@cipherlab.com.tw,http://www.cipherlab.com.tw,張家榮,資深經理/投資人關係暨發言人,02-86471166,IR@cipherlab.com.tw,http://www.cipherlab.com.tw
279,6161,捷波資訊股份有限公司,捷波,電腦及週邊設備業,－,新北市新店區北新路三段207號9樓,22178466,楊光輝,從慶洲,吳玉娟,財務長,莊振炎,(02)8913-2711,75/08/04,91/03/01,新台幣 10.0000元,749833030,74983303,0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02)2702-3999,臺北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,馮敏娟,徐聖忠,JETWAY,"9F, 207, Sec. 3, Beixin Rd.,Xindian Dist., New Taipei City, Taiwan",(02)8913-2722,beatrice@jetway.com.tw,www.jetway.com.tw,吳玉娟,財務長,(02)8913-2711 #100,beatrice@jetway.com.tw,http://www.jetway.com.tw/tw/corporate.asp?aboutid=6
280,6163,華電聯網股份有限公司,華電網,通信網路業,－,新北市汐止區新台五路一段108號11樓B棟,84778623,陳國章,陳國章,黃英健,多媒整合服務處副總,陳麗燕,(02)26967155,83/05/04,91/03/19,新台幣 10.0000元,1250885260,125088526,19400000,0,合併,每年,股東會,富邦綜合證券股份有限公司,(02)2717-1033,台北市許昌街17號2樓,立本台灣聯合會計師事務所,劉克宜,許坤錫,HWACOM,"11F1,No.108,Hsin-Tai-Wu Rd.,Sec.1 Hsi-Chih,New Taipei City,Taiwan,R.O.C.",(02)26967199,caroline.hsiao@hwacom.com,www.hwacom.com,黃英健,多媒整合服務處副總,(02)26967155,alex.huang@hwacom.com,www.hwacom.com
